experiment,file,target,peer_key,lat_band,elev_band,split,fold,peer_coverage,arm,net_benefit,precision_at_25,spearman,n,event_rate,git_sha,dirty,seed,content_hash
E04-band-sweep,E04-within_xy-lat10-elev500.result.json,within_xy,geo_month,10.0,500.0,spatial,Kaduna_Grain_Belt,0.9640035118525022,boosted,0.05497512437810945,0.44,0.07818858390360696,1005,0.40298507462686567,db654a6,False,42,6c832dc27417
E04-band-sweep,E04-within_xy-lat10-elev500.result.json,within_xy,geo_month,10.0,500.0,spatial,Kano_Sudan_Savannah,0.20842572062084258,zero,0.0,0.02681992337164751,0.0,261,0.02681992337164751,db654a6,False,42,6c832dc27417
E04-band-sweep,E04-within_xy-lat10-elev500.result.json,within_xy,geo_month,10.0,500.0,spatial,Kano_Sudan_Savannah,0.20842572062084258,persistence,-0.13793103448275862,0.08,0.3728228076214388,261,0.02681992337164751,db654a6,False,42,6c832dc27417
E04-band-sweep,E04-within_xy-lat10-elev500.result.json,within_xy,geo_month,10.0,500.0,spatial,Kano_Sudan_Savannah,0.20842572062084258,climatology,0.0,0.02681992337164751,0.0,261,0.02681992337164751,db654a6,False,42,6c832dc27417
E04-band-sweep,E04-within_xy-lat10-elev500.result.json,within_xy,geo_month,10.0,500.0,spatial,Kano_Sudan_Savannah,0.20842572062084258,linear,-0.009578544061302683,0.12,0.34997941428581075,261,0.02681992337164751,db654a6,False,42,6c832dc27417
E04-band-sweep,E04-within_xy-lat10-elev500.result.json,within_xy,geo_month,10.0,500.0,spatial,Kano_Sudan_Savannah,0.20842572062084258,boosted,-0.007662835249042146,0.04,0.38210932701588146,261,0.02681992337164751,db654a6,False,42,6c832dc27417
E04-band-sweep,E04-level_z-lat90-elev2000.result.json,level_z,geo_month,90.0,2000.0,spatial,Benue_River_Basin,1.0,zero,0.0,0.13427561837455831,0.0,566,0.13427561837455831,db654a6,False,42,6c832dc27417
E04-band-sweep,E04-level_z-lat90-elev2000.result.json,level_z,geo_month,90.0,2000.0,spatial,Benue_River_Basin,1.0,persistence,-0.003533568904593637,0.08,0.17194075005951742,566,0.13427561837455831,db654a6,False,42,6c832dc27417
E04-band-sweep,E04-level_z-lat90-elev2000.result.json,level_z,geo_month,90.0,2000.0,spatial,Benue_River_Basin,1.0,climatology,0.0,0.13427561837455831,0.0,566,0.13427561837455831,db654a6,False,42,6c832dc27417
E04-band-sweep,E04-level_z-lat90-elev2000.result.json,level_z,geo_month,90.0,2000.0,spatial,Benue_River_Basin,1.0,linear,-0.007508833922261485,0.08,0.18018701858592723,566,0.13427561837455831,db654a6,False,42,6c832dc27417
E04-band-sweep,E04-level_z-lat90-elev2000.result.json,level_z,geo_month,90.0,2000.0,spatial,Benue_River_Basin,1.0,boosted,0.0026501766784452277,0.28,0.2120895059046955,566,0.13427561837455831,db654a6,False,42,6c832dc27417
E04-band-sweep,E04-level_z-lat90-elev2000.result.json,level_z,geo_month,90.0,2000.0,spatial,Kaduna_Grain_Belt,1.0,zero,0.0,0.11025886864813039,0.0,1043,0.11025886864813039,db654a6,False,42,6c832dc27417
E04-band-sweep,E04-level_z-lat90-elev2000.result.json,level_z,geo_month,90.0,2000.0,spatial,Kaduna_Grain_Belt,1.0,persistence,-0.06279961649089165,0.32,0.5485302427879111,1043,0.11025886864813039,db654a6,False,42,6c832dc27417
