hhid,intervention_level,predicted_intervention_level,risk_score,yield,land_size,household_size,used_fertilizer,household_max_education,has_extension_access,shock_level,asset_score,transport_cost,received_credit,zone
159056,1,0,0.0,0.08527814889564797,0.0,7,1,51.0,0,2.0,26.0,0.0,0.0,1
159057,2,2,1.0,0.03808417998481385,0.0,8,1,51.0,1,2.0,25.0,2000.0,0.0,1
159065,2,2,1.0,0.03820877273421978,0.0,5,1,51.0,0,2.0,15.0,0.0,0.0,1
159072,2,2,1.0,0.03954909195593384,30100.0,9,1,51.0,1,2.0,28.0,0.0,0.0,1
159073,1,1,0.5,0.08846790468245032,20000.0,5,1,34.0,0,2.0,7.0,2500.0,0.0,1
159074,1,1,0.5,0.166992844909729,35000.0,3,1,26.0,0,2.0,10.0,2600.0,0.0,1
159076,0,0,0.0,0.3245875033811198,0.0,9,1,51.0,0,2.0,16.0,3000.0,0.0,1
159078,1,1,0.5,0.07425618405700832,25050.0,12,0,26.0,0,2.0,14.0,0.0,0.0,1
159079,1,1,0.5,0.27235233052630736,90.0,5,1,51.0,0,1.0,14.0,0.0,0.0,1
159081,1,0,0.0,0.18445548586233385,20000.0,10,1,51.0,0,2.0,15.0,1000.0,0.0,1
159082,1,0,0.0,0.1848431591424056,54.0,16,1,41.0,1,1.0,22.0,1000.0,0.0,1
159083,1,0,0.0,0.19659893905598,50.0,6,1,41.0,1,2.0,12.0,2600.0,0.0,1
159084,1,1,0.5,0.30232020752771366,0.0,3,1,26.0,0,0.0,6.0,2000.0,0.0,1
159085,0,0,0.0,0.40386011064217436,0.0,13,1,26.0,0,2.0,12.0,3000.0,0.0,1
159086,1,0,0.0,0.11793611793611794,80.0,7,1,26.0,0,0.0,8.0,0.0,0.0,1
159087,1,1,0.5,0.12943308309603935,0.0,1,1,0.0,0,2.0,1.0,0.0,0.0,1
159088,2,2,1.0,0.04444597967602368,0.0,4,0,26.0,0,2.0,5.0,0.0,0.0,1
159089,1,1,0.5,0.13839872673171408,5000.0,2,1,13.0,0,2.0,3.0,3000.0,0.0,1
159090,1,1,0.5,0.08810938965131425,80.0,6,0,25.0,0,2.0,6.0,0.0,0.0,1
159093,1,1,0.5,0.3588516746411483,0.0,4,0,0.0,0,1.0,4.0,0.0,0.0,1
159094,0,0,0.0,0.054915118999865314,0.0,4,1,26.0,0,2.0,14.0,0.0,0.0,1
159095,1,1,0.5,0.035156799324989454,5000.0,9,0,24.0,0,1.0,3.0,0.0,0.0,1
159096,1,0,0.0,0.08825022467413506,20000.0,11,0,26.0,0,2.0,14.0,0.0,0.0,1
159097,1,1,0.5,0.16410916952713167,0.0,4,0,26.0,0,2.0,9.0,0.0,0.0,1
159098,0,1,0.5,0.05442420518948506,45.0,7,0,26.0,1,2.0,5.0,0.0,0.0,1
159099,1,1,0.5,0.06152532582374602,20000.0,7,0,26.0,0,2.0,9.0,0.0,0.0,1
159100,1,1,0.5,0.04019168341320142,50.0,5,0,22.0,0,2.0,5.0,0.0,0.0,1
159101,1,1,0.5,0.07894314859814236,0.0,3,0,31.0,0,2.0,7.0,0.0,0.0,1
159102,2,2,1.0,0.017640579185590376,0.0,4,0,22.0,0,2.0,10.0,0.0,0.0,1
159105,1,2,1.0,0.03691535274294448,55.0,7,0,26.0,0,2.0,18.0,0.0,0.0,1
159106,1,1,0.5,0.06584119036953705,20000.0,12,0,51.0,0,2.0,8.0,0.0,0.0,1
159107,0,0,0.0,0.10205232353128554,0.0,10,1,51.0,0,2.0,11.0,3000.0,0.0,1
159111,1,1,0.5,0.11751661305052798,58.0,7,0,26.0,0,2.0,19.0,0.0,0.0,1
159119,1,0,0.0,0.137573416582888,0.0,7,1,26.0,0,2.0,18.0,0.0,0.0,1
160008,2,2,1.0,0.040909090832492834,0.0,4,1,43.0,0,2.0,28.0,0.0,0.0,3
160018,1,1,0.5,0.18913752314452714,200.0,7,1,42.0,0,2.0,32.0,0.0,0.0,3
160019,0,0,0.0,0.15215910661611906,200.0,3,0,32.0,0,2.0,21.0,0.0,0.0,3
160024,1,1,0.5,0.11635286195670815,0.0,5,1,22.0,0,2.0,9.0,0.0,0.0,3
160032,1,1,0.5,0.7065821342012492,250.0,7,1,22.0,0,0.0,9.0,3000.0,0.0,3
160035,0,0,0.0,0.06073210254652232,0.0,5,0,16.0,0,1.0,20.0,0.0,0.0,3
160036,2,2,1.0,0.014095417348806736,0.0,6,1,26.0,0,2.0,13.0,0.0,0.0,3
160041,1,1,0.5,0.8125906546252016,800.0,3,1,31.0,0,2.0,14.0,1000.0,0.0,3
160051,1,1,0.5,0.14684868545093926,0.0,3,0,26.0,0,2.0,12.0,0.0,0.0,3
160054,1,1,0.5,0.06786194344560736,0.0,2,0,23.0,0,2.0,9.0,0.0,0.0,3
160055,0,1,0.5,0.4850385797714071,0.0,5,0,26.0,0,2.0,14.0,0.0,0.0,3
160056,1,1,0.5,0.19120941259685587,0.0,4,0,43.0,0,2.0,10.0,0.0,0.0,3
160057,1,1,0.5,0.7835813005294978,0.0,1,0,16.0,0,2.0,28.0,0.0,0.0,3
160058,1,0,0.0,0.2381126498687677,0.0,7,0,42.0,0,2.0,14.0,0.0,0.0,3
160060,2,2,1.0,0.0346278117206756,0.0,6,0,26.0,0,2.0,12.0,0.0,0.0,3
160144,0,0,0.0,0.1346683175916047,0.0,2,0,32.0,0,2.0,30.0,0.0,0.0,3
160145,1,1,0.5,0.019588407793479392,0.0,4,0,31.0,0,2.0,19.0,0.0,0.0,3
160146,1,1,0.5,0.07393712467710996,0.0,2,1,14.0,1,1.0,13.0,0.0,0.0,3
160147,0,1,0.5,0.13247624656114682,150.0,3,0,16.0,0,2.0,19.0,0.0,0.0,3
160148,1,1,0.5,0.2500244728626046,500.0,1,0,26.0,0,2.0,13.0,0.0,0.0,3
160150,1,1,0.5,0.2600819246786507,200.0,3,1,35.0,0,2.0,25.0,0.0,0.0,3
160151,2,2,1.0,0.04673295517002234,0.0,2,1,16.0,0,1.0,6.0,500.0,0.0,3
160153,1,1,0.5,0.15139751324970302,0.0,2,1,14.0,0,1.0,8.0,0.0,0.0,3
169001,1,0,0.0,0.1416798718149004,0.0,5,1,26.0,0,2.0,28.0,700.0,0.0,3
169002,2,1,0.5,0.0071400428390515835,0.0,4,0,34.0,0,2.0,8.0,0.0,0.0,3
169003,1,1,0.5,0.3364275443723731,0.0,4,1,43.0,0,2.0,7.0,400.0,0.0,3
169004,1,0,0.0,1.073926728602077,0.0,6,1,26.0,0,2.0,10.0,800.0,0.0,3
169007,1,1,0.5,0.11713665943600868,0.0,4,1,25.0,0,2.0,10.0,1000.0,0.0,3
169008,1,1,0.5,0.3472614186628064,0.0,2,0,14.0,0,2.0,17.0,0.0,0.0,3
169009,1,1,0.5,0.0034617430741576047,0.0,2,0,26.0,1,2.0,8.0,0.0,0.0,3
169011,1,1,0.5,0.2719717955175019,0.0,3,1,26.0,0,2.0,18.0,0.0,0.0,3
169012,2,2,1.0,0.009188319754385534,0.0,2,0,26.0,0,2.0,15.0,0.0,0.0,3
169013,1,1,0.5,0.12698116723212557,0.0,2,1,22.0,0,2.0,12.0,2000.0,0.0,3
169016,2,2,1.0,0.023329886680058632,0.0,1,0,16.0,0,2.0,6.0,0.0,0.0,3
169017,1,1,0.5,0.2774412165208852,0.0,1,0,16.0,0,2.0,8.0,0.0,0.0,3
169018,2,2,1.0,0.02574742301223204,0.0,1,0,0.0,0,2.0,7.0,0.0,0.0,3
169021,2,2,1.0,0.008086238607434229,0.0,8,0,43.0,1,2.0,18.0,0.0,0.0,3
169022,2,2,1.0,0.05191020939331088,0.0,4,0,21.0,0,2.0,6.0,0.0,0.0,3
169026,1,0,0.0,0.5265415561734896,0.0,5,0,26.0,0,2.0,15.0,0.0,0.0,3
169027,1,0,0.0,0.22181003205567446,0.0,2,0,43.0,1,2.0,27.0,0.0,0.0,3
169028,1,1,0.5,0.1118613400206848,0.0,7,0,26.0,0,2.0,8.0,0.0,0.0,3
169030,2,1,0.5,0.017216449795784565,0.0,3,0,26.0,0,2.0,7.0,0.0,0.0,3
169032,2,2,1.0,0.03782307207396512,0.0,3,0,34.0,0,2.0,5.0,0.0,0.0,3
169033,1,1,0.5,0.06329907755476086,0.0,4,0,26.0,0,2.0,7.0,0.0,0.0,3
169035,1,1,0.5,0.0658930336420544,0.0,9,0,26.0,1,2.0,21.0,0.0,0.0,3
169036,1,1,0.5,0.06846842818751278,0.0,10,0,26.0,1,2.0,4.0,0.0,0.0,3
169038,1,1,0.5,0.03835933633992193,0.0,3,0,43.0,1,0.0,14.0,0.0,0.0,3
169041,0,0,0.0,0.08031741738985729,250.0,7,0,42.0,0,0.0,27.0,0.0,0.0,3
169042,2,2,1.0,0.031307757805194375,195.0,5,0,25.0,0,2.0,14.0,0.0,0.0,3
169043,2,2,1.0,0.03581680657533216,1026.46,4,1,41.0,0,2.0,12.0,0.0,0.0,3
169046,0,0,0.0,0.26728731962371716,750.0,5,0,26.0,0,0.0,29.0,0.0,0.0,3
169047,1,0,0.0,0.19101588615453186,0.0,1,0,43.0,0,1.0,17.0,0.0,0.0,3
169048,0,0,0.0,0.8328875983800718,200.0,1,0,23.0,0,2.0,10.0,0.0,0.0,3
169049,0,0,0.0,0.3191355596923495,0.0,1,0,26.0,0,2.0,34.0,0.0,0.0,3
169050,0,0,0.0,0.2092910978058772,300.0,4,0,26.0,0,1.0,8.0,0.0,0.0,3
169054,1,1,0.5,0.0762154668427309,0.0,3,0,25.0,0,2.0,35.0,0.0,0.0,3
169056,1,1,0.5,0.04257439598269626,300.0,1,0,16.0,0,1.0,3.0,0.0,0.0,3
169057,0,0,0.0,0.6687022181936862,0.0,7,0,25.0,0,0.0,11.0,0.0,0.0,3
169058,1,1,0.5,0.0839429119004966,250.0,3,0,31.0,0,1.0,10.0,0.0,0.0,3
169059,1,1,0.5,0.2566049353991378,0.0,3,0,26.0,0,2.0,12.0,0.0,0.0,3
169061,0,0,0.0,0.18731788538920496,0.0,8,0,32.0,0,2.0,23.0,0.0,0.0,3
169065,1,1,0.5,0.2752506250209376,0.0,6,0,26.0,0,2.0,22.0,0.0,0.0,3
169066,1,1,0.5,2.6070758387133166,200.0,3,1,32.0,0,2.0,8.0,3000.0,0.0,3
169067,1,1,0.5,0.3007903186533691,20.0,3,1,16.0,0,2.0,24.0,0.0,0.0,3
169069,0,0,0.0,0.11152008343377612,0.0,7,0,41.0,0,2.0,40.0,0.0,0.0,3
169070,1,1,0.5,0.09614670254909985,100.0,3,1,25.0,0,2.0,9.0,0.0,0.0,3
169071,1,1,0.5,0.09945392643724771,0.0,2,1,26.0,0,1.0,8.0,1000.0,0.0,3
169072,1,1,0.5,0.05401350477690336,319.97,3,0,26.0,0,1.0,4.0,0.0,0.0,3
169077,2,2,1.0,0.04580436612130272,0.0,1,0,0.0,0,2.0,5.0,0.0,0.0,3
169078,1,0,0.0,0.1685987068904104,0.0,5,0,26.0,0,2.0,10.0,0.0,0.0,3
169079,1,0,0.0,1.0436385683156906,0.0,4,0,42.0,0,2.0,22.0,0.0,0.0,3
169080,1,1,0.5,1.0654362056079327,0.0,3,1,26.0,0,2.0,12.0,600.0,0.0,3
169083,1,1,0.5,0.08224356659158943,0.0,4,1,26.0,0,2.0,10.0,1800.0,0.0,3
169084,2,2,1.0,0.03337969401947149,0.0,2,1,26.0,0,2.0,5.0,2000.0,0.0,3
169089,2,2,1.0,0.0517462095546833,0.0,3,1,26.0,0,2.0,17.0,0.0,0.0,3
169092,0,0,0.0,0.05706435591250132,700.0,4,1,42.0,1,2.0,29.0,200.0,0.0,3
169095,1,0,0.0,0.24284250131750487,0.0,7,0,26.0,0,2.0,13.0,0.0,0.0,3
169097,1,2,1.0,0.04034783615931155,200.0,4,1,26.0,0,2.0,22.0,700.0,0.0,3
169099,0,1,0.5,0.12888503335233145,0.0,3,1,32.0,0,1.0,9.0,2000.0,0.0,3
169101,0,0,0.0,0.15005723832802204,0.0,4,0,41.0,0,0.0,11.0,0.0,0.0,3
169105,1,1,0.5,0.03648743474816533,71.23,1,1,0.0,0,2.0,36.0,500.0,0.0,3
169111,1,1,0.5,0.12892296731727101,0.0,3,0,16.0,0,2.0,15.0,0.0,0.0,3
169114,1,1,0.5,0.11177039023973566,0.0,3,0,26.0,0,2.0,6.0,0.0,0.0,3
169115,2,2,1.0,0.04242681374628766,0.0,6,0,26.0,0,2.0,18.0,0.0,0.0,3
169116,1,1,0.5,0.1845520675327038,32140.58,9,0,42.0,0,2.0,16.0,0.0,0.0,3
169117,1,1,0.5,0.06392650819206364,0.0,5,0,26.0,0,2.0,13.0,0.0,0.0,3
169119,1,1,0.5,0.15146415348367553,0.0,2,0,23.0,0,2.0,49.0,0.0,0.0,3
169120,1,1,0.5,3.333583939803017,0.0,6,0,43.0,0,2.0,17.0,0.0,0.0,3
169121,1,0,0.0,0.6898454746136865,2587.2,3,0,26.0,0,1.0,11.0,0.0,0.0,3
169125,1,1,0.5,0.17019082938026642,800.0,10,1,26.0,0,1.0,8.0,2000.0,0.0,3
169126,1,1,0.5,0.18935827419308024,0.0,5,0,26.0,1,2.0,15.0,0.0,0.0,3
169127,1,1,0.5,0.11045528562809245,0.0,2,0,11.0,0,2.0,7.0,0.0,0.0,3
169129,2,1,0.5,0.04934030151990878,0.0,5,0,26.0,0,0.0,9.0,0.0,0.0,3
169130,1,1,0.5,0.20520139577361288,0.0,2,0,26.0,0,2.0,11.0,0.0,0.0,3
169133,1,1,0.5,0.45039636506877456,0.0,5,0,26.0,0,2.0,17.0,0.0,0.0,3
169134,1,1,0.5,0.15236463017297003,0.0,2,0,23.0,0,2.0,25.0,0.0,0.0,3
169136,1,1,0.5,0.19013260092835496,0.0,2,0,26.0,1,2.0,31.0,0.0,0.0,3
169137,1,1,0.5,0.2611187693396775,0.0,5,0,41.0,0,2.0,9.0,0.0,0.0,3
169138,1,1,0.5,0.7145834398952335,0.0,5,0,34.0,0,2.0,14.0,0.0,0.0,3
169139,1,1,0.5,0.18982058024343526,0.0,2,1,23.0,0,2.0,6.0,1000.0,0.0,3
169141,0,0,0.0,0.21847474368665765,0.0,7,0,26.0,0,2.0,24.0,0.0,0.0,3
169142,1,1,0.5,0.24752060612590968,0.0,5,0,43.0,0,2.0,26.0,0.0,0.0,3
169144,2,2,1.0,0.015340069715063707,0.0,3,0,26.0,0,2.0,23.0,0.0,0.0,3
169145,0,0,0.0,0.5119454515013369,0.0,6,0,43.0,0,2.0,16.0,0.0,0.0,3
169160,1,1,0.5,0.17740981667652278,0.0,1,1,16.0,0,2.0,9.0,1600.0,0.0,3
169166,1,1,0.5,0.21873425055907447,350.0,2,0,26.0,0,2.0,34.0,0.0,0.0,3
169170,1,1,0.5,1.07874722392029,0.0,1,1,16.0,0,2.0,8.0,2800.0,0.0,3
169171,0,0,0.0,0.058264744873280386,692.81,3,0,28.0,0,2.0,17.0,0.0,0.0,3
170041,0,0,0.0,0.13435599277399296,100.0,6,0,26.0,0,2.0,16.0,0.0,0.0,2
170042,0,0,0.0,0.3217007529532372,50.0,8,0,52.0,0,2.0,14.0,0.0,0.0,2
170043,1,1,0.5,0.32132402524269077,50.0,6,0,51.0,0,2.0,10.0,0.0,0.0,2
170044,0,0,0.0,0.0633985020318738,36421.74,8,0,32.0,0,1.0,29.0,0.0,0.0,2
170045,1,1,0.5,0.3527987202433962,4086.86,4,0,51.0,0,2.0,5.0,0.0,0.0,2
170046,0,0,0.0,0.6154130981641915,100.0,15,0,61.0,0,0.0,15.0,0.0,0.0,2
170047,1,0,0.0,0.17932394871335067,50.0,11,0,51.0,0,2.0,12.0,0.0,0.0,2
170048,0,0,0.0,2.44814861613961,12140.58,12,0,21.0,0,0.0,23.0,0.0,0.0,2
170049,0,0,0.0,0.16420361247947454,50.0,11,0,22.0,0,1.0,25.0,0.0,0.0,2
170050,1,1,0.5,0.29009241225697485,0.0,8,0,52.0,0,2.0,10.0,0.0,0.0,2
170081,1,1,0.5,0.09534130438980754,40.0,6,1,51.0,0,2.0,9.0,600.0,0.0,2
170082,1,1,0.5,0.026037425354713848,50.0,6,1,24.0,0,1.0,15.0,0.0,0.0,2
170083,1,2,1.0,0.014557936871026415,100.0,5,1,51.0,0,2.0,12.0,0.0,0.0,2
170085,2,2,1.0,0.03624176260620041,0.0,11,0,52.0,0,2.0,21.0,0.0,0.0,2
170086,2,2,1.0,0.02762461463662582,40.0,10,1,51.0,0,2.0,16.0,0.0,0.0,2
170087,1,1,0.5,0.0528592894415712,50.0,7,1,51.0,0,0.0,9.0,500.0,0.0,2
170088,1,1,0.5,0.022817105264718293,100.0,10,1,21.0,0,2.0,15.0,4000.0,0.0,2
170089,2,2,1.0,0.04894505089754102,0.0,10,1,52.0,0,1.0,10.0,1000.0,0.0,2
170090,2,2,1.0,0.023433901796997152,50.0,5,1,51.0,0,2.0,11.0,600.0,0.0,2
179001,2,2,1.0,0.04045580203627537,30.0,5,0,51.0,0,2.0,8.0,0.0,0.0,2
179002,1,1,0.5,0.03936000670823551,50.0,10,0,13.0,0,1.0,11.0,0.0,0.0,2
179003,2,2,1.0,0.015372318039210804,20000.0,5,0,51.0,0,2.0,12.0,0.0,0.0,2
179004,2,2,1.0,0.033298851975317366,50.0,6,0,51.0,0,1.0,24.0,0.0,0.0,2
179005,2,1,0.5,0.028598703682853277,0.0,4,0,0.0,0,2.0,13.0,0.0,0.0,2
179006,0,0,0.0,0.07590825558359866,100.0,13,0,51.0,0,0.0,18.0,0.0,0.0,2
179008,0,0,0.0,0.0888025157312244,12140.58,8,0,52.0,1,2.0,49.0,0.0,0.0,2
179010,1,1,0.5,0.09070045933331593,50.0,5,0,51.0,0,2.0,13.0,0.0,0.0,2
179011,2,1,0.5,0.009891196834817012,100.0,9,0,51.0,0,0.0,11.0,0.0,0.0,2
179012,1,2,1.0,0.019100782300818138,50.0,7,0,16.0,0,2.0,12.0,0.0,0.0,2
179013,2,2,1.0,0.018879738006849476,50.0,6,1,51.0,1,2.0,12.0,0.0,0.0,2
179017,0,0,0.0,0.06662835472754901,50.0,13,1,26.0,0,0.0,19.0,0.0,0.0,2
179018,1,1,0.5,0.01802776275464215,50.0,4,1,16.0,0,2.0,9.0,0.0,0.0,2
179019,2,2,1.0,0.04823481116584565,60.0,7,1,51.0,1,2.0,8.0,0.0,0.0,2
179020,1,1,0.5,0.023975394395237798,50.0,3,1,14.0,0,2.0,4.0,0.0,0.0,2
179021,2,1,0.5,0.011957109353248901,20234.3,7,1,51.0,0,2.0,19.0,1500.0,0.0,2
179022,1,2,1.0,0.03775996282095969,75.0,3,1,41.0,0,2.0,14.0,3000.0,0.0,2
179023,2,2,1.0,0.013290624084050892,50.0,2,1,51.0,0,2.0,3.0,400.0,0.0,2
179024,1,1,0.5,0.017776057565112455,60000.0,22,1,26.0,1,0.0,49.0,2000.0,0.0,2
179025,1,1,0.5,0.04756383959095098,0.0,6,1,51.0,0,0.0,10.0,1000.0,0.0,2
179026,2,2,1.0,0.03483385387313738,0.0,14,1,51.0,0,2.0,3.0,1500.0,0.0,2
179028,1,1,0.5,0.0396788410866333,0.0,8,1,13.0,0,0.0,8.0,500.0,0.0,2
179030,2,2,1.0,0.03149893747118068,0.0,6,1,51.0,0,2.0,11.0,0.0,0.0,2
179031,1,1,0.5,0.05015383745236552,0.0,9,1,51.0,0,0.0,19.0,2000.0,0.0,2
179032,1,1,0.5,0.035722961290599146,0.0,6,1,0.0,0,2.0,6.0,0.0,0.0,2
179033,0,0,0.0,0.12727433706671387,0.0,13,1,51.0,0,2.0,13.0,4000.0,0.0,2
179034,1,1,0.5,0.09533002061511696,0.0,6,1,51.0,0,2.0,7.0,1500.0,0.0,2
179035,2,2,1.0,0.01903744224357434,0.0,10,1,51.0,0,2.0,14.0,200.0,0.0,2
179036,1,1,0.5,0.05934988452224235,100.0,12,1,51.0,0,1.0,8.0,0.0,0.0,2
179037,1,1,0.5,0.01632912278413703,50.0,4,1,51.0,0,1.0,10.0,0.0,0.0,2
179039,2,2,1.0,0.01858109837559388,50.0,6,1,52.0,0,1.0,27.0,0.0,0.0,2
179041,1,1,0.5,0.012805801251441562,50.0,11,1,26.0,1,2.0,4.0,800.0,0.0,2
179042,2,2,1.0,0.0110423722554052,40.0,6,1,51.0,1,2.0,10.0,0.0,0.0,2
179043,1,1,0.5,0.02567964891243608,50.0,7,1,26.0,0,0.0,24.0,0.0,0.0,2
179044,1,1,0.5,0.020694843455250498,0.0,9,1,16.0,0,1.0,9.0,6000.0,0.0,2
179045,0,0,0.0,0.06390693535189639,0.0,6,1,16.0,0,0.0,14.0,1000.0,0.0,2
179046,0,0,0.0,0.12622236394557823,0.0,9,1,52.0,0,2.0,24.0,200.0,0.0,2
179047,1,1,0.5,0.07079075059157865,50.0,7,1,51.0,0,2.0,10.0,0.0,0.0,2
179048,1,1,0.5,0.03164499737798593,50.0,6,1,12.0,0,1.0,16.0,200.0,0.0,2
179049,1,1,0.5,0.04642907204694482,0.0,13,1,51.0,0,0.0,21.0,3000.0,0.0,2
179050,1,2,1.0,0.033628068638970485,0.0,6,1,0.0,0,2.0,16.0,1000.0,0.0,2
179053,1,1,0.5,0.11361405243548552,0.0,6,1,51.0,0,2.0,9.0,400.0,0.0,2
179054,1,1,0.5,0.07205401087700264,50.0,7,1,51.0,0,2.0,13.0,0.0,0.0,2
179055,1,1,0.5,0.03535063899247716,50.0,10,1,51.0,0,2.0,22.0,0.0,0.0,2
179056,0,0,0.0,0.06666989914662529,50.0,7,1,0.0,0,2.0,10.0,1200.0,0.0,2
179058,1,1,0.5,0.09636061287243432,50.0,4,1,0.0,0,2.0,9.0,400.0,0.0,2
179059,1,0,0.0,0.12014271529376738,0.0,13,1,3.0,0,2.0,23.0,0.0,0.0,2
179060,0,1,0.5,0.09504574076274207,0.0,4,1,16.0,0,1.0,4.0,600.0,0.0,2
179061,1,0,0.0,0.08735751160260008,0.0,9,0,51.0,0,2.0,22.0,0.0,0.0,2
179062,1,1,0.5,0.050240147906995436,0.0,4,1,0.0,0,2.0,12.0,1000.0,0.0,2
179063,1,1,0.5,0.028875783180002855,0.0,7,0,51.0,0,2.0,25.0,0.0,0.0,2
179064,2,2,1.0,0.01778309511542352,0.0,7,0,51.0,0,2.0,22.0,0.0,0.0,2
179065,2,2,1.0,0.03025587828492393,0.0,5,0,51.0,0,2.0,10.0,0.0,0.0,2
179067,0,1,0.5,0.09423548100481947,0.0,4,0,0.0,1,2.0,8.0,0.0,0.0,2
179068,1,1,0.5,0.029141774734081305,0.0,7,0,51.0,0,0.0,14.0,0.0,0.0,2
179069,1,1,0.5,0.027307482250136537,0.0,2,0,0.0,0,2.0,8.0,0.0,0.0,2
179070,0,0,0.0,0.22198263291351347,0.0,14,0,51.0,0,0.0,38.0,0.0,0.0,2
179072,1,1,0.5,0.1178307361475241,0.0,7,0,3.0,0,2.0,13.0,0.0,0.0,2
179073,1,1,0.5,0.013462574044157244,16187.44,17,1,51.0,0,2.0,31.0,1000.0,0.0,2
179074,1,1,0.5,0.014011409722147095,0.0,5,1,51.0,0,0.0,12.0,400.0,0.0,2
179076,2,2,1.0,0.040631940888788916,50.0,11,1,51.0,0,2.0,20.0,300.0,0.0,2
179079,2,2,1.0,0.017757135569685688,50.0,12,1,51.0,0,2.0,17.0,0.0,0.0,2
179080,2,2,1.0,0.02173244065373417,40.0,6,1,15.0,0,2.0,5.0,600.0,0.0,2
179082,1,1,0.5,0.014963719136470469,50.0,10,1,51.0,0,0.0,11.0,200.0,0.0,2
179086,1,1,0.5,0.020666863582885053,60000.0,10,1,41.0,0,1.0,38.0,1000.0,0.0,2
179089,1,1,0.5,0.03132270974990889,0.0,5,1,34.0,0,0.0,14.0,500.0,0.0,2
179097,2,2,1.0,0.03798526171845324,0.0,6,1,51.0,0,1.0,7.0,0.0,0.0,2
179098,1,1,0.5,0.023523540275157555,0.0,7,1,12.0,0,0.0,15.0,0.0,0.0,2
179100,1,1,0.5,0.014448779078167894,0.0,8,1,51.0,0,2.0,22.0,5000.0,0.0,2
179101,1,1,0.5,0.06549440415810874,0.0,9,1,51.0,0,2.0,17.0,0.0,0.0,2
179103,2,2,1.0,0.05024148551808986,0.0,9,1,51.0,0,2.0,10.0,500.0,0.0,2
179104,1,1,0.5,0.01399038778063072,0.0,6,1,0.0,0,2.0,4.0,0.0,0.0,2
179105,1,1,0.5,0.01942887226019196,0.0,4,1,51.0,0,0.0,12.0,0.0,0.0,2
179106,1,1,0.5,0.02959586841676902,0.0,5,1,0.0,0,2.0,8.0,0.0,0.0,2
179108,2,2,1.0,0.023933855526544822,0.0,5,1,51.0,0,2.0,11.0,0.0,0.0,2
180009,1,0,0.0,0.22092124157737766,4046.86,11,1,32.0,0,2.0,15.0,2200.0,0.0,2
180031,1,0,0.0,0.129835379821431,15000.0,6,1,22.0,0,2.0,8.0,1000.0,0.0,2
180032,0,0,0.0,0.19764798893171262,20234.3,2,1,0.0,0,0.0,11.0,1000.0,0.0,2
180033,1,0,0.0,0.3270722362396038,10000.0,9,1,51.0,0,2.0,16.0,0.0,0.0,2
180034,0,0,0.0,0.055215672416458694,4046.86,8,1,52.0,0,2.0,7.0,9000.0,0.0,2
180035,0,0,0.0,0.11853959222380275,4046.86,10,1,26.0,1,2.0,11.0,1000.0,0.0,2
180036,1,1,0.5,0.059113300492610835,8093.72,12,1,41.0,0,2.0,9.0,400.0,0.0,2
180037,0,0,0.0,0.09032199792259404,0.0,7,1,25.0,0,1.0,4.0,0.0,0.0,2
180038,0,0,0.0,0.07852468768590125,20234.3,9,1,51.0,0,1.0,11.0,3500.0,0.0,2
180039,0,0,0.0,0.3809814081072843,2023.43,2,1,34.0,0,0.0,14.0,0.0,0.0,2
180040,0,0,0.0,0.07064142413111048,6070.29,17,1,35.0,0,2.0,12.0,2000.0,0.0,2
180041,0,0,0.0,0.3376588756463547,28328.02,15,1,51.0,0,2.0,9.0,800.0,0.0,2
180042,0,0,0.0,0.16965178899004793,40468.6,4,1,25.0,0,2.0,8.0,1500.0,0.0,2
180043,0,0,0.0,0.22937095016916106,4046.86,5,1,22.0,0,2.0,9.0,300.0,0.0,2
180044,0,0,0.0,0.2370407512310886,5260.918,9,1,26.0,0,1.0,18.0,500.0,0.0,2
180046,0,0,0.0,0.896700143472023,100.0,6,1,34.0,0,2.0,15.0,400.0,0.0,2
180049,1,1,0.5,0.5151263900800245,0.0,7,1,51.0,0,2.0,5.0,0.0,0.0,2
180050,2,2,1.0,0.037359900373599,4046.86,11,1,41.0,0,2.0,13.0,600.0,0.0,2
180091,0,0,0.0,0.1706515545469148,4896.860000000001,8,1,34.0,0,2.0,7.0,3500.0,0.0,2
180092,1,1,0.5,0.14674590945777385,1750.0,4,1,16.0,0,2.0,3.0,0.0,0.0,2
180093,1,1,0.5,0.38976224503053136,450.0,5,0,26.0,0,2.0,3.0,2100.0,0.0,2
180094,0,1,0.5,0.06841017660832682,0.0,5,0,16.0,0,2.0,12.0,0.0,0.0,2
180095,1,1,0.5,0.006767308028627036,0.0,4,0,26.0,0,1.0,7.0,0.0,0.0,2
180096,0,0,0.0,0.12416632441379469,0.0,1,0,0.0,0,2.0,2.0,2600.0,0.0,2
180097,0,0,0.0,0.11440993078199188,8093.72,5,0,26.0,0,2.0,5.0,2800.0,0.0,2
180098,1,1,0.5,0.044305031279352085,28093.72,7,0,26.0,0,2.0,8.0,1000.0,0.0,2
180099,2,2,1.0,0.02858735581252412,8093.72,2,0,0.0,0,2.0,9.0,1000.0,0.0,2
180100,2,2,1.0,0.018868540762952756,10117.15,6,0,26.0,0,2.0,8.0,1000.0,0.0,2
189003,0,1,0.5,0.06125961528802207,0.0,9,0,26.0,1,2.0,14.0,0.0,0.0,2
